ADJ	NN	context	final_attribute	final_semclass	Status
reich	Onkel	Sein reicher Onkel will nicht , dass der jüdische Familienname ausstirbt , und bietet dem offen Schwulen viel Geld für eine Hochzeit .	Gesellschaft	Mensch	free
reich	Palette	Die außergewöhnliche technische Flexibilität , die reiche Palette an Klangfarben und die überzeugende stimmliche Leistung machten die " Camerata " zu einem wichtigen musikalischen Botschafter der Tübinger Universität .	Menge	Menge	collocation
reich	Phantasie	Seine reiche Phantasie wurde gefördert durch eine vorübergehende Blindheit im zweiten und dritten Lebensjahr .	Intensität	Kognition	collocation
reich	Privatkunde	Die reichen Privatkunden geben angesichts der weltwirtschaftlichen Unsicherheiten weniger Handelsaufträge , an denen die Bank mitverdient .	Gesellschaft	Mensch	free
reich	Privatleute	Exemplare waren im Besitz kirchlicher Institutionen und reicher Privatleute : Gelehrter , Fürsten und kirchlicher Würdenträger .	Gesellschaft	Gruppe	free
reich	Provinz	Zudem war es Hunnen und Germanen nie gelungen , den Hellespont zu überqueren ; daher blieben die reichen Provinzen Kleinasiens , Syriens und Ägyptens weitgehend unbehelligt .	Gesellschaft	Ort	free
reich	Quelle	Wenn der Text echt wäre , würde er eine reiche Quelle für das germanische Heidentum darstellen .	Menge	Artefakt	collocation
reich	Region	Seit 1970 schützt der Regionale Naturpark Morvan die dünn besiedelte , an seltener Flora und Fauna reiche Region .	Gesellschaft	Ort	free
reich	Rentner	An der Hofgartenstraße war die Lage " exquisit " : So lebten die Bankiers Christian Gottfried Trinkaus , die reichen Rentner Franz von Heister , Friedrich Krall , Eberhard Thieme , Theodor Dietze , Sanitätsrat Richard Hasenclever und einige adlige Offiziere dort .	Gesellschaft	Mensch	free
reich	Repertoire	Ein reiches Repertoire von geometrischen und algebraischen Methoden wurde entwickelt , um das apollonische Problem zu lösen , das als " das berühmteste aller geometrischen Probleme " bezeichnet wurde .	Menge	Kognition	collocation
reich	Russe	Im Unterschied zur schwer bewachten Rubljowskoje Chaussee reicher Russen wird Rubljowo-Archangelskoje von der natürlichen Grenze der Moskwa umgeben sein .	Gesellschaft	Mensch	free
reich	Sammler	Kostbarkeiten dieser Art befanden sich zu der Zeit in herrschaftlichen Wunderkammern , ihre Auftraggeber müssen reiche Sammler gewesen sein .	Gesellschaft	Mensch	free
reich	Sammlung	1814 überwarf er sich mit seiner Mutter und ging nach Dresden , wo er in Literatenkreisen verkehrte und Studien in den reichen Sammlungen und Bibliotheken der Stadt trieb .	Menge	Gruppe	collocation
reich	Schatz	Die reichen Schätze des Grabes nahmen sie an sich , selbst die Toten holten sie aus ihren Särgen und raubten sie gänzlich aus .	Menge	Menge	collocation
hart	Vorwurf	Daher wird selbst ein harter Vorwurf , wie der Ihre , meine Haltung nicht verändern	Intensität	Geschehen	collocation
reich	Schweizer	Sie heiratet einen reichen Schweizer mit dem Namen Duttweiler und zieht nach Chur in die Schweiz .	Gesellschaft	Mensch	free
reich	Staat	Die prowestliche und marktwirtschaftlich orientierte Politik Houphouët-Boignys machte aus Côte d'Ivoire einen der reichsten Staaten Westafrikas und führte zu politischer Stabilität .	Gesellschaft	Ort	free
reich	Stadt	Charlottenburg und Wilmersdorf waren mit Schöneberg die reichen Städte im Westen bis zur Eingemeindung von 1920 zu Groß Berlin .	Gesellschaft	Ort	free
reich	Süden	Der Grund war , dass sich die wenig technisierten Gebiete im Verhältnis zum reichen Süden Kaliforniens vernachlässigt fühlten , ausschlaggebend war letztlich der miserable Straßenzustand .	Gesellschaft	Ort	free
reich	Tradition	Wie überall in der Welt ging auch in den Vereinigten Staaten der Entstehung einer gedruckten Kinder- und Jugendliteratur eine reiche Tradition der mündlichen Überlieferung bzw. der Kinderfolklore voraus .	Menge	Kognition	collocation
reich	Unternehmer	Den ersten Stein findet er bei einer Modenschau , den zweiten in einem Zirkus und den dritten bei einem reichen Unternehmer .	Gesellschaft	Mensch	free
reich	Verein	Seh ich genauso - und dann noch dass ' neue Herausforderung ' blabla , geht ja eh wieder zum reichsten Verein der naechsten Liga .	Gesellschaft	Gruppe	free
reich	Verwandte	Wie sollen die in der Türkei leben , die nicht im Rahmen der UNO- Zeltstädte da , selbst Geldreserven haben , einen reichen Verwandten , der Geld zuschickt oder arbeiten können ( was aber längst nicht für alle Syrer möglich ist ) ?	Gesellschaft	Mensch	free
reich	Vorkommen	Im unteren linken Feld symbolisiert die rote Raute auf gelbem Hintergrund das reiche Vorkommen von Mineralien in Goiás , insbesondere von Gold .	Menge	Mensch	collocation
reich	Westen	In ihrer Verzweiflung beschloss die Familie einschließlich der Mutter letztendlich , in den vermeintlich reichen Westen auszureisen , um der Armut in der Sowjetunion zu entkommen .	Gesellschaft	Ort	free
reich	Witwe	Ja , ... aber ich suche auch eine reiche Witwe die ins Fitnesscenter geht :-)	Gesellschaft	Mensch	free
stark	Mann	Es zeigt , dass die jungen starken Männer auf Kosten der Mütter und Kinder in Traiskirchen herrschen .	Konstitution	Mensch	free
stark	Partner	Dabei werden sie weiterhin von den beiden Ichis gehetzt , haben aber nun in Yamato einen starken Partner .	Konstitution	Mensch	free
zäh	Bursche	 Der kleine zähe Bursche der Großstadtstraßen kämpft ständig gegen die Abgründe der Erniedrigung  , so Bosley Crowther von der " New York Times " .	Konstitution	Mensch	collocation
zäh	Kämpfer	Monsun , ein zäher Kämpfer , gewann drei Gruppe-I-Rennen ( " ARAL-Pokal " , 2 × " Preis von Europa " ) .	Konstitution	Mensch	collocation
zäh	Luder	Nach dem Trango Tower gaben sich Peter Ortner und David Lama noch die Chogolisa ; wie David sie berichtet : " Sie ist ein trapezförmiger Schneeberg , klettertechnisch einfach und laut Fred Pressl , einer der Erstbesteiger der Chogolisa , sie 1975 beschrieb , ' ein zähes Luder ' " .	Konstitution	Mensch	collocation
zäh	Verteidiger	Paul Breitner war zäher Verteidiger , der sich in die Offensive einschaltete und nach Gerd Müller die meisten Tore für die deutsche Mannschaft erzielte .	Konstitution	Mensch	collocation
zart	Jüngling	Und - zarter Jüngling ! - du verschwendst durch Geiz .	Konstitution	Mensch	collocation
zart	Knabe	Die Zumutungen militärischen Drills und die Erfahrungen einer reinen Männergesellschaft traumatisierten den zarten Knaben nachhaltig .	Konstitution	Mensch	collocation
zart	Mädchen	Zuvor besuchen die beiden Freunde Jeanne d'Arc und geraten dabei fast in eine Schlägerei mit groben Bauernjungen , die das zarte Mädchen verfolgen .	Konstitution	Mensch	collocation
bitter	Mandel	So wurde wie vieles ein Kommerzprodukt .. Na ich frage mich ob man , damit die zum Beispiel eben bittere Mandel aus der Apotheke heraus bekommt .	Geschmack	Nahrung	free
bitter	Orange	Ausgangsbasis sind Orangenschalen von süßen und bitteren Orangen aus firmeneigenen Plantagen in Haiti und Spanien , sowie von zugekauften Orangen aus Brasilien .	Geschmack	Nahrung	free
bitter	Schokolade	Um 1900 war Schokolade Bestandteil der Notration verschiedener europäischer Armeen . und noch im Zweiten Weltkrieg war bittere Schokolade mit Koffeinzusatz als " Fliegerschokolade " Bestandteil der Luftwaffenverpflegung .	Art	Nahrung	collocation
deftig	Bratkartoffel	Andererseits kann bei der Zubereitung von bestimmten Lebensmitteln eine gröbere Salzkörnung " mit Biss " gewünscht sein , wie zum Beispiel bei deftigen Bratkartoffeln oder bei Grillfleisch .	Geschmack	Nahrung	free
rund	Datum	Ein weiteres Jubiläum in der Kette der runden Daten , welche die Ukraine am Anfang des XXI .	Vollständigkeit	Zeit	collocation
deftig	Eintopf	Diese wächst im Bereich der Salzwiesen direkt in Ufernähe und wird wie Grünkohl als deftiger Eintopf zubereitet .	Geschmack	Nahrung	free
rund	Ding	Die Samen wurden Ololiuqui ( zu Deutsch ungefähr : " rundes Ding " ) genannt .	context	context	context
rund	Dinger	Im Fischer Verlag erschienen die Romane " Halbnackte Bauarbeiter " ( 2006 ) , " Glatte runde Dinger " ( 2008 ) und " Schwarze Orangen " ( 2011 ) .	Eigenname	Eigenname	Eigenname
deftig	Essen	Diese bringt sogleich ein deftiges Essen auf den Tisch und stellt ihm , typisch Mutter , " mitunter verfängliche Fragen " : " Versteht deine Frau die Haushaltung ?	Geschmack	Nahrung	free
deftig	Fleischgericht	Typisch für die böhmische Küche sind Knödel , deftige Fleischgerichte und süße Mehlspeisen ( in der österreichischen Wortbedeutung ) als Nachtisch .	Geschmack	Nahrung	free
rund	Drittel	Nachdem die Parteiführung im April 1938 seine Mitgliedschaft für drei Jahre ausgesetzt und die Seine-Föderation , eine Hochburg der sozialistischen Linken , aufgelöst hatte , gründete Pivert im Juli 1938 die Parti Socialiste Ouvrier et Paysan ( PSOP ) , die mit etwa 10.000 Mitgliedern ein rundes Drittel der früheren Anhänger der Gauche révolutionnaire umfasste .	Genauigkeit	Menge	collocation
rund	Dutzend	Der Autobau kam zunächst nicht voran und bis 1898 entstanden nur ein rundes Dutzend Fahrzeuge .	Genauigkeit	Menge	collocation
deftig	Frühstück	Die Ergebnisse dieser Umfrage sandte er dann an ca. 5000 Ärzte mit dem Hinweis , dass Schinken bzw. Speck und Eier ein deftiges Frühstück darstellen .	Geschmack	Nahrung	free
deftig	Gericht	Sie wird kühl gelagert als Imbiss oder Beilage verwendet , sowohl für Süßigkeiten wie Baklava als auch für deftige Gerichte wie Ćevapi .	Geschmack	Nahrung	free
deftig	Grünkohlessen	Am Zielort folgt dann ein deftiges Grünkohlessen .	Geschmack	Nahrung	free
deftig	Imbiß	Eine bayerische Besonderheit ist die Brotzeit , ein meist deftiger Imbiss , der ursprünglich zwischen Frühstück und Mittagessen oder noch häufiger zwischen Mittagessen und Abendessen eingenommen wurde .	Geschmack	Nahrung	free
deftig	Kartoffelsuppe	Es ist sicherlich nicht das außergewöhnlichste Gericht , aber bei den frostigen Temperaturen ist diese deftige Kartoffelsuppe ein willkommener Gast auf meinem Speiseplan .	Geschmack	Nahrung	free
deftig	Kost	Deftige Kost bestimmt die Gebirgsküche aus dem Aspromonte , dem Monte Poro und der Sila .	Geschmack	Nahrung	free
deftig	Köstlichkeit	Zu Würfeln geschnitten , mit etwas Wasser Schmalz und Grieben angebraten , war es eine deftige Köstlichkeit .	Geschmack	Nahrung	free
deftig	Mahl	Ketti bereitet ihrer Kusine ein deftiges Mahl , die aber ist von der einfachen Küche enttäuscht und beginnt , von leckeren Speisen zu schwärmen .	Geschmack	Nahrung	free
deftig	Mahlzeit	Neben den erwähnten Gerichten sind hier deftige Mahlzeiten wie Krüstchen , Eisbein ( " Hämchen " ) , Hachse und Reibekuchen ( " Rievkooche " ) zu erhalten .	Geschmack	Nahrung	free
rund	Geburtstag	Unter anderem finden sich Rückgriffe auf " Cartoon " und Sondersendungen zu Loriots runden Geburtstagen .	Vollständigkeit	Geschehen	collocation
deftig	Mittagessen	Bald schon lässt er Konfekt erscheinen , zaubert jedem Einwohner Irgendwos ein reichhaltiges Frühstück auf den Tisch und später auch noch ein deftiges Mittagsessen .	Geschmack	Nahrung	free
deftig	Speise	Es wird aber in Kärnten nicht nur Kas ( Käse ) gegessen und auch Liebhaber von deftigen Speisen werden auf ihre Rechnung kommen .	Geschmack	Nahrung	free
deftig	Spezialität	Dort wird Kölsch , das berühmte Kölner Bier , ausgeschenkt und rheinische , meist deftige Spezialitäten serviert ( dazu unten mehr ) .	Geschmack	Nahrung	free
deftig	Suppe	Dazu eignet sich Rindsuppe ; heutzutage findet man Heidensterz meist als Beilage zur " Schwammerlsuppe " oder zur Klachelsuppe , einer deftigen Suppe mit Sauerrahm und zerkleinerten Schweinsfüßen .	Geschmack	Nahrung	free
deftig	Wurst	Deftige Würste wie Bregenwurst und Kohlwurst sind typisch sowie eine häufige Verwendung von Speck , beispielsweise als Specksoße zu Fisch und im gekochten Grünkohl .	Geschmack	Nahrung	free
dunkel	Bier	Bewährt hat sich beispielsweise ein Köder , der aus einer Mischung von dunklem Bier und Honig oder Sirup hergestellt wird .	Art	Nahrung	collocation
dunkel	Schokolade	Weiterhin werden die Geschmacksrichtungen Noir ( mit dunkler Schokolade ) , Hazelnut , Cappuccino , Rum und Coconut angeboten .	Art	Nahrung	collocation
grob	Bratwurst	Serviert wird Grünkohl in der Regel mit Kasseler , Kohlwurst , Pinkel ( Grützwurst ) , frischer grober Bratwurst und Bratkartoffeln .	Beschaffenheit	Nahrung	free
grob	Pfeffer	Mit der Pasta vermischen und mit dem groben Pfeffer bestreuen .	Beschaffenheit	Nahrung	free
grob	Salz	Die Laibe werden mit grobem Salz gesalzen und mindestens 3 Monate bei Temperaturen von unter 12 ° C und einer Luftfeuchtigkeit von über 80 % gereift .	Beschaffenheit	Nahrung	free
zart	Gemüse	Empfindliche Lebensmittel ( Eier , zartes Gemüse ) sollen dadurch schonender gegart werden als beim Kochen .	Beschaffenheit	Nahrung	collocation
rund	Jahrestag	Regelmäßig zu den runden Jahrestagen der Befreiung Brests durch die Rote Armee 1944 werden Ausstellungen zu diesem Anlass gezeigt .	Vollständigkeit	Zeit	collocation
rund	Jahreszahl	Im Sinne einer Vereinheitlichung der unterschiedlichen Betrachtungsebenen in der Geschichtswissenschaft ist heute zur Datierung des Neuzeitbeginns die runde Jahreszahl 1500 gängig geworden .	Vollständigkeit	Menge	collocation
rund	Jubiläum	Sie wurden jeweils aus Anlass eines runden Jubiläums der Bundesrepublik ( 1969 , 1979 , 1989 , 1994 ) oder der D-Mark ( 1988 ) herausgegeben .	Vollständigkeit	Geschehen	collocation
hell	Bier	Mittlerweile werden ein helles Bier ( " Sommerbier 1861 " ; 4,9 % Vol. ) und ein alkoholfreies Bier ( weniger als 0,5 % Vol. )	Art	Nahrung	collocation
hell	Fleisch	Nach Freddy Christandl handelt es sich bei dieser Kartoffel um eine alte Walliser Sorte mit heller Schale und hellem Fleisch .	Art	Nahrung	collocation
mild	Käse	Dies war die einzige Möglichkeit , bei dem heißen und trockenen Klima einen weichen und milden Käse zu erzeugen .	Geschmack	Nahrung	collocation
prall	Traube	Erst bei hoher Reife , wesentlich später als bei prallen Trauben , setzt unter diesen Umständen die Edelfäule ein .	Dimension	Nahrung	free
rund	Brot	Bis heute lebt der Brauch , bei offiziellen Anlässen ein rundes Brot mit einem Salzgefäß in der Mitte an den wichtigsten Gast auszuhändigen .	Form	Nahrung	free
schwarz	Kaffee	Auch gingen sie gegen Elite wegen seiner monopolartigen Stellung bei Schokolade und schwarzem Kaffee vor .	Art	Nahrung	collocation
sanft	Revolution	Ziel zahlreicher sozialdemokratischer , sozialistischer und anderer linker Bewegungen war es , durch eine organisierte Lähmung die " sanfte Revolution " des Landes durchzuführen .	Beschreibung	Geschehen	collocation
schwarz	Pfeffer	Aus Rindermark und Brotbröseln mit Fleischbrühe zu einer hellbraunen Sauce gekocht und mit viel schwarzem Pfeffer gewürzt .	Art	Nahrung	collocation
schwarz	Tee	Während 1699 erst sechs Tonnen Tee nach England importiert wurden , waren es 100 Jahre später 11.000 Tonnen , und zwar überwiegend schwarzer Tee .	Art	Nahrung	collocation
süß	Bonbon	 Obwohl ( .. ) die Comics in Bibliotheken eher als süßes Bonbon zur Anlockung von Nutzern , zwischen gesunder , kerniger Lektüre in Form von Büchern , angesehen wird .	Geschmack	Nahrung	free
süß	Brei	Nach dem Enthülsen wurden die Körner gestampft und mit Milch oder Wasser zu einem süßen Brei gekocht .	Geschmack	Nahrung	free
süß	Brot	Traditionell werden sautierte Truthahnsandwichs in einem Baguette mit Salatblätter und Radieschen und als Nachtisch süßes Brot gegessen .	Geschmack	Nahrung	free
süß	Brotaufstrich	Die Grafschafter Krautfabrik Josef Schmitz KG mit Sitz in Meckenheim im Rheinland ist ein mittelständisches deutsches Unternehmen , das süße Brotaufstriche und Industriesirupe sowie Flüssigzuckermischungen produziert .	Geschmack	Nahrung	free
süß	Brötchen	Die  Leningrader Kolatsche  dagegen ist ein süßes Brötchen und enthält Zucker und Fett .	Geschmack	Nahrung	free
süß	Dessert	 Anmerkung  : Über die Frage , ob der Käsegang vor oder nach dem süßen Dessert gereicht wird , besteht keine Einigkeit .	Geschmack	Nahrung	free
süß	Frucht	Ein besonderer exotischer Genuss ist der Verzehr der Ananasbanane , einer sehr süßen Frucht , die tatsächlich wie eine Mischung aus den namensgebenden Bestandteilen schmeckt .	Geschmack	Nahrung	free
süß	Gebäck	Eine Alternative zum Ei als Feuchtigkeitsspender , etwa in süßem Gebäck , stellt Seidentofu dar .	Geschmack	Nahrung	free
